Sample	Row	Col	Blank	Project Plate	Project Name	Compressed Plate Name	well_id_96	Well	Sample DNA Concentration	Diluted	Library Well	original_sample_name	replicate	contains_replicates
42.5_Control_Human_Colon.I2	I	1	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E1	I1	9.381		I2	42.5_Control_Human_Colon	2	True
42.6_Control_Human_Colon.K2	K	1	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F1	K1	1.395		K2	42.6_Control_Human_Colon	2	True
42.7_Control_Human_Colon.M2	M	1	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	G1	M1	1.0429	True	M2	42.7_Control_Human_Colon	2	True
42.8_Control_Human_Colon.O2	O	1	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H1	O1	3.299		O2	42.8_Control_Human_Colon	2	True
42.9_Control_Human_Colon.A4	A	3	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	A2	A3	3.1206	True	A4	42.9_Control_Human_Colon	2	True
42.10_Control_Human_Colon.C4	C	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B2	C3	2.123		C4	42.10_Control_Human_Colon	2	True
42.1_ChIP_Human_Colon.E4	E	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C2	E3	0.727		E4	42.1_ChIP_Human_Colon	2	True
42.2_ChIP_Human_Colon.G4	G	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D2	G3	0.795		G4	42.2_ChIP_Human_Colon	2	True
42.3_ChIP_Human_Colon.I4	I	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E2	I3	0.794		I4	42.3_ChIP_Human_Colon	2	True
42.4_ChIP_Human_Colon.K4	K	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F2	K3	0.744		K4	42.4_ChIP_Human_Colon	2	True
42.5_ChIP_Human_Colon.M4	M	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G2	M3	0.824		M4	42.5_ChIP_Human_Colon	2	True
42.6_ChIP_Human_Colon.O4	O	3	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H2	O3	0.727		O4	42.6_ChIP_Human_Colon	2	True
42.7_ChIP_Human_Colon.A6	A	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A3	A5	1.085		A6	42.7_ChIP_Human_Colon	2	True
42.8_ChIP_Human_Colon.C6	C	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B3	C5	0.828		C6	42.8_ChIP_Human_Colon	2	True
42.9_ChIP_Human_Colon.E6	E	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C3	E5	0.879		E6	42.9_ChIP_Human_Colon	2	True
42.10_ChIP_Human_Colon.G6	G	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D3	G5	0.852		G6	42.10_ChIP_Human_Colon	2	True
42.1_MChIP_Human_Colon.I6	I	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E3	I5	0.722		I6	42.1_MChIP_Human_Colon	2	True
42.2_MChIP_Human_Colon.K6	K	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F3	K5	0.72		K6	42.2_MChIP_Human_Colon	2	True
42.3_MChIP_Human_Colon.M6	M	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G3	M5	0.718		M6	42.3_MChIP_Human_Colon	2	True
42.4_MChIP_Human_Colon.O6	O	5	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H3	O5	0.719		O6	42.4_MChIP_Human_Colon	2	True
42.5_MChIP_Human_Colon.A8	A	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A4	A7	0.725		A8	42.5_MChIP_Human_Colon	2	True
42.6_MChIP_Human_Colon.C8	C	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B4	C7	0.719		C8	42.6_MChIP_Human_Colon	2	True
42.7_MChIP_Human_Colon.E8	E	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C4	E7	0.725		E8	42.7_MChIP_Human_Colon	2	True
42.8_MChIP_Human_Colon.G8	G	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D4	G7	0.719		G8	42.8_MChIP_Human_Colon	2	True
42.9_MChIP_Human_Colon.I8	I	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E4	I7	0.719		I8	42.9_MChIP_Human_Colon	2	True
42.10_MChIP_Human_Colon.K8	K	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F4	K7	0.722		K8	42.10_MChIP_Human_Colon	2	True
42.1_MOL_Human_Colon.M8	M	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G4	M7	0.718		M8	42.1_MOL_Human_Colon	2	True
42.2_MOL_Human_Colon.O8	O	7	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H4	O7	0.72		O8	42.2_MOL_Human_Colon	2	True
42.3_MOL_Human_Colon.A10	A	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A5	A9	0.722		A10	42.3_MOL_Human_Colon	2	True
42.4_MOL_Human_Colon.C10	C	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B5	C9	0.722		C10	42.4_MOL_Human_Colon	2	True
42.5_MOL_Human_Colon.E10	E	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C5	E9	0.719		E10	42.5_MOL_Human_Colon	2	True
42.6_MOL_Human_Colon.G10	G	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D5	G9	0.721		G10	42.6_MOL_Human_Colon	2	True
42.7_MOL_Human_Colon.I10	I	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E5	I9	0.72		I10	42.7_MOL_Human_Colon	2	True
42.8_MOL_Human_Colon.K10	K	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F5	K9	0.723		K10	42.8_MOL_Human_Colon	2	True
42.9_MOL_Human_Colon.M10	M	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G5	M9	0.721		M10	42.9_MOL_Human_Colon	2	True
42.10_MOL_Human_Colon.O10	O	9	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H5	O9	0.722		O10	42.10_MOL_Human_Colon	2	True
42.1_QIA_Human_Colon.A12	A	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A6	A11	0.73		A12	42.1_QIA_Human_Colon	2	True
42.2_QIA_Human_Colon.C12	C	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B6	C11	0.726		C12	42.2_QIA_Human_Colon	2	True
42.3_QIA_Human_Colon.E12	E	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C6	E11	0.725		E12	42.3_QIA_Human_Colon	2	True
42.4_QIA_Human_Colon.G12	G	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D6	G11	0.723		G12	42.4_QIA_Human_Colon	2	True
42.5_QIA_Human_Colon.I12	I	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E6	I11	0.725		I12	42.5_QIA_Human_Colon	2	True
42.6_QIA_Human_Colon.K12	K	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F6	K11	0.724		K12	42.6_QIA_Human_Colon	2	True
42.7_QIA_Human_Colon.M12	M	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G6	M11	0.753		M12	42.7_QIA_Human_Colon	2	True
42.8_QIA_Human_Colon.O12	O	11	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H6	O11	0.726		O12	42.8_QIA_Human_Colon	2	True
42.9_QIA_Human_Colon.A14	A	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A7	A13	0.751		A14	42.9_QIA_Human_Colon	2	True
42.10_QIA_Human_Colon.C14	C	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B7	C13	0.73		C14	42.10_QIA_Human_Colon	2	True
42.1_ZYM_Human_Colon.E14	E	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C7	E13	0.722		E14	42.1_ZYM_Human_Colon	2	True
42.2_ZYM_Human_Colon.G14	G	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D7	G13	0.724		G14	42.2_ZYM_Human_Colon	2	True
42.3_ZYM_Human_Colon.I14	I	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E7	I13	0.721		I14	42.3_ZYM_Human_Colon	2	True
42.4_ZYM_Human_Colon.K14	K	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F7	K13	0.72		K14	42.4_ZYM_Human_Colon	2	True
42.5_ZYM_Human_Colon.M14	M	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G7	M13	0.719		M14	42.5_ZYM_Human_Colon	2	True
42.6_ZYM_Human_Colon.O14	O	13	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H7	O13	0.72		O14	42.6_ZYM_Human_Colon	2	True
42.7_ZYM_Human_Colon.A16	A	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A8	A15	0.727		A16	42.7_ZYM_Human_Colon	2	True
42.8_ZYM_Human_Colon.C16	C	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B8	C15	0.723		C16	42.8_ZYM_Human_Colon	2	True
42.9_ZYM_Human_Colon.E16	E	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C8	E15	0.732		E16	42.9_ZYM_Human_Colon	2	True
42.10_ZYM_Human_Colon.G16	G	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D8	G15	0.725		G16	42.10_ZYM_Human_Colon	2	True
42.1_NEB_Human_Colon.I16	I	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E8	I15	0.809		I16	42.1_NEB_Human_Colon	2	True
42.2_NEB_Human_Colon.K16	K	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F8	K15	0.966		K16	42.2_NEB_Human_Colon	2	True
42.3_NEB_Human_Colon.M16	M	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G8	M15	0.829		M16	42.3_NEB_Human_Colon	2	True
42.4_NEB_Human_Colon.O16	O	15	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H8	O15	0.819		O16	42.4_NEB_Human_Colon	2	True
42.5_NEB_Human_Colon.A18	A	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A9	A17	1.208		A18	42.5_NEB_Human_Colon	2	True
42.6_NEB_Human_Colon.C18	C	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B9	C17	0.764		C18	42.6_NEB_Human_Colon	2	True
42.7_NEB_Human_Colon.E18	E	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C9	E17	1.879		E18	42.7_NEB_Human_Colon	2	True
42.8_NEB_Human_Colon.G18	G	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D9	G17	0.966		G18	42.8_NEB_Human_Colon	2	True
42.9_NEB_Human_Colon.I18	I	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E9	I17	0.937		I18	42.9_NEB_Human_Colon	2	True
42.10_NEB_Human_Colon.K18	K	17	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F9	K17	0.81		K18	42.10_NEB_Human_Colon	2	True
HEK_ZBGMS_Control1.M18	M	17	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	G9	M17	7.0884	True	M18	HEK_ZBGMS_Control1	2	True
HEK_ZBGMS_Control2.O18	O	17	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	H9	O17	6.5839	True	O18	HEK_ZBGMS_Control2	2	True
HEK_ZBGMS_Control3.A20	A	19	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	A10	A19	7.1762	True	A20	HEK_ZBGMS_Control3	2	True
HEK_ZBGMS_ChIP1.C20	C	19	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B10	C19	9.31		C20	HEK_ZBGMS_ChIP1	2	True
HEK_ZBGMS_ChIP2.E20	E	19	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	C10	E19	1.0356	True	E20	HEK_ZBGMS_ChIP2	2	True
HEK_ZBGMS_ChIP3.G20	G	19	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	D10	G19	1.091	True	G20	HEK_ZBGMS_ChIP3	2	True
HEK_ZBGMS_mChIP1.I20	I	19	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E10	I19	1.024		I20	HEK_ZBGMS_mChIP1	2	True
HEK_ZBGMS_mChIP2.K20	K	19	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F10	K19	0.995		K20	HEK_ZBGMS_mChIP2	2	True
HEK_ZBGMS_mChIP3.M20	M	19	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G10	M19	1.009		M20	HEK_ZBGMS_mChIP3	2	True
HEK_BBC_Control1.O20	O	19	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	H10	O19	4.0652	True	O20	HEK_BBC_Control1	2	True
HEK_BBC_Control2.A22	A	21	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	A11	A21	4.6361	True	A22	HEK_BBC_Control2	2	True
HEK_BBC_Control3.C22	C	21	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	B11	C21	2.9873000000000003	True	C22	HEK_BBC_Control3	2	True
HEK_BBC_ChIP1.E22	E	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C11	E21	1.386		E22	HEK_BBC_ChIP1	2	True
HEK_BBC_ChIP2.G22	G	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D11	G21	1.197		G22	HEK_BBC_ChIP2	2	True
HEK_BBC_ChIP3.I22	I	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E11	I21	1.199		I22	HEK_BBC_ChIP3	2	True
HEK_ZBGMS_MOL1.K22	K	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F11	K21	0.724		K22	HEK_ZBGMS_MOL1	2	True
HEK_ZBGMS_MOL2.M22	M	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G11	M21	0.721		M22	HEK_ZBGMS_MOL2	2	True
HEK_ZBGMS_MOL3.O22	O	21	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H11	O21	1.662		O22	HEK_ZBGMS_MOL3	2	True
HEK_ZBGMS_QIA1.A24	A	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A12	A23	0.812		A24	HEK_ZBGMS_QIA1	2	True
HEK_ZBGMS_QIA2.C24	C	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B12	C23	0.747		C24	HEK_ZBGMS_QIA2	2	True
HEK_ZBGMS_QIA3.E24	E	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C12	E23	0.83		E24	HEK_ZBGMS_QIA3	2	True
HEK_ZBGMS_ZYM1.G24	G	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D12	G23	0.724		G24	HEK_ZBGMS_ZYM1	2	True
HEK_ZBGMS_ZYM2.I24	I	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E12	I23	0.728		I24	HEK_ZBGMS_ZYM2	2	True
HEK_ZBGMS_ZYM3.K24	K	23	False	CMI_pig_host_depletion_14778_P1	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F12	K23	0.745		K24	HEK_ZBGMS_ZYM3	2	True
HEK_ZBGMS_NEB1.M24	M	23	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	G12	M23	6.5739	True	M24	HEK_ZBGMS_NEB1	2	True
HEK_ZBGMS_NEB2.O24	O	23	False	CMI_pig_host_depletion_14778_P1_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	H12	O23	4.7177	True	O24	HEK_ZBGMS_NEB2	2	True
9719_Control_Pig_Colon_Rec_None_Ab.B2	B	1	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A1	B1	3.753		B2	9719_Control_Pig_Colon_Rec_None_Ab	2	True
9729_Control_Pig_Colon_Rec_None_Ab.D2	D	1	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	B1	D1	4.0052	True	D2	9729_Control_Pig_Colon_Rec_None_Ab	2	True
9739_Control_Pig_Colon_Rec_None_Ab.F2	F	1	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	C1	F1	1.0602	True	F2	9739_Control_Pig_Colon_Rec_None_Ab	2	True
9740_Control_Pig_Colon_Rec_None_Ab.H2	H	1	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D1	H1	2.879		H2	9740_Control_Pig_Colon_Rec_None_Ab	2	True
9741_Control_Pig_Colon_Rec_None_Ab.J2	J	1	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E1	J1	2.472		J2	9741_Control_Pig_Colon_Rec_None_Ab	2	True
9743_Control_Pig_Colon_Rec_None_NAb.L2	L	1	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	F1	L1	3.5784999999999996	True	L2	9743_Control_Pig_Colon_Rec_None_NAb	2	True
9753_Control_Pig_Colon_Rec_None_NAb.N2	N	1	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	G1	N1	1.0018	True	N2	9753_Control_Pig_Colon_Rec_None_NAb	2	True
9736_Control_Pig_Colon_Rec_None_NAb.P2	P	1	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	H1	P1	1.2195	True	P2	9736_Control_Pig_Colon_Rec_None_NAb	2	True
9726_Control_Pig_Colon_Rec_None_NAb.B4	B	3	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	A2	B3	1.2194	True	B4	9726_Control_Pig_Colon_Rec_None_NAb	2	True
9728_Control_Pig_Colon_Rec_None_NAb.D4	D	3	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	B2	D3	1.7094999999999998	True	D4	9728_Control_Pig_Colon_Rec_None_NAb	2	True
9719_ChIP_Pig_Colon_Rec_None_Ab.F4	F	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C2	F3	0.768		F4	9719_ChIP_Pig_Colon_Rec_None_Ab	2	True
9729_ChIP_Pig_Colon_Rec_None_Ab.H4	H	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D2	H3	2.114		H4	9729_ChIP_Pig_Colon_Rec_None_Ab	2	True
9739_ChIP_Pig_Colon_Rec_None_Ab.J4	J	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E2	J3	1.581		J4	9739_ChIP_Pig_Colon_Rec_None_Ab	2	True
9740_ChIP_Pig_Colon_Rec_None_Ab.L4	L	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F2	L3	0.782		L4	9740_ChIP_Pig_Colon_Rec_None_Ab	2	True
9741_ChIP_Pig_Colon_Rec_None_Ab.N4	N	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G2	N3	0.952		N4	9741_ChIP_Pig_Colon_Rec_None_Ab	2	True
9743_ChIP_Pig_Colon_Rec_None_NAb.P4	P	3	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H2	P3	1.785		P4	9743_ChIP_Pig_Colon_Rec_None_NAb	2	True
9753_ChIP_Pig_Colon_Rec_None_NAb.B6	B	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A3	B5	1.352		B6	9753_ChIP_Pig_Colon_Rec_None_NAb	2	True
9736_ChIP_Pig_Colon_Rec_None_NAb.D6	D	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B3	D5	2.576		D6	9736_ChIP_Pig_Colon_Rec_None_NAb	2	True
9726_ChIP_Pig_Colon_Rec_None_NAb.F6	F	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C3	F5	1.798		F6	9726_ChIP_Pig_Colon_Rec_None_NAb	2	True
9728_ChIP_Pig_Colon_Rec_None_NAb.H6	H	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D3	H5	2.483		H6	9728_ChIP_Pig_Colon_Rec_None_NAb	2	True
9719_MChIP_Pig_Colon_Rec_None_Ab.J6	J	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E3	J5	0.724		J6	9719_MChIP_Pig_Colon_Rec_None_Ab	2	True
9729_MChIP_Pig_Colon_Rec_None_Ab.L6	L	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F3	L5	0.788		L6	9729_MChIP_Pig_Colon_Rec_None_Ab	2	True
9739_MChIP_Pig_Colon_Rec_None_Ab.N6	N	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G3	N5	0.798		N6	9739_MChIP_Pig_Colon_Rec_None_Ab	2	True
9740_MChIP_Pig_Colon_Rec_None_Ab.P6	P	5	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H3	P5	0.725		P6	9740_MChIP_Pig_Colon_Rec_None_Ab	2	True
9741_MChIP_Pig_Colon_Rec_None_Ab.B8	B	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A4	B7	0.726		B8	9741_MChIP_Pig_Colon_Rec_None_Ab	2	True
9743_MChIP_Pig_Colon_Rec_None_NAb.D8	D	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B4	D7	0.806		D8	9743_MChIP_Pig_Colon_Rec_None_NAb	2	True
9753_MChIP_Pig_Colon_Rec_None_NAb.F8	F	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C4	F7	0.789		F8	9753_MChIP_Pig_Colon_Rec_None_NAb	2	True
