Sample	Row	Col	Blank	Project Plate	Project Name	Compressed Plate Name
12.26.20.RK.ST.1400	P	15	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
7.27.21.RK.ST.0730	B	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
12.23.20.RK.ST.1200	D	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
12.9.20.RK.ST.0700	F	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
12.10.20.RK.ST.1100	H	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
12.13.20.RK.ST.0900	J	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
12.31.21.RK.ST.1200	L	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
7.20.21.RK.ST.0630	N	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
7.31.21.RK.ST.0900	P	17	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
7.17.21.RK.ST.1300	B	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
8.27.21.RK.ST.1100	D	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.15.21.RK.ST.730	F	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.31.21.RK.ST.1230	H	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.14.21.RK.ST.1700	J	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.17.21.RK.ST.1100	L	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.12.21.RK.ST.0800	N	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.12.21.RK.ST.1030	P	19	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.17.21.RK.ST.0800	B	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.14.21.RK.ST.1100	D	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.31.21.RK.ST.0030	F	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.20.21.RK.ST.1130	H	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.18.21.RK.ST.0930	J	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.10.21.RK.ST.0830	L	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.9.21.RK.ST.0800	N	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.14.21.RK.ST.1230	P	21	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.10.21.RK.ST.1130	B	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.14.21.RK.ST.0100	D	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.21.21.RK.ST.0900	F	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.24.21.RK.ST.0900	H	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.26.21.RK.ST.1200	J	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.23.21.RK.ST.1400	L	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
4.23.21.RK.ST.0800	N	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.30.21.RK.ST.0930	P	23	FALSE	ABTX_11052_P210	ABTX_11052	ABTX_11052_204-215
5.16.21.RK.ST.0900	B	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.16.21.RK.ST.1600	D	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.13.21.RK.ST.1030	F	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.18.21.RK.ST.1700	H	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.18.21.RK.ST.0830	J	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.26.21.RK.ST.1500	L	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.26.21.RK.ST.0730	N	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.26.21.RK.ST.0800	P	2	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.26.21.RK.ST.1200	B	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.19.21.RK.ST.1800	D	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.28.21.RK.ST.0300	F	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.28.21.RK.ST.0830	H	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.28.21.RK.ST.2200	J	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.29.21.RK.ST.0845	L	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.7.21.RK.ST.0800	N	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.22.21.RK.ST.0800	P	4	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.6.21.RK.ST.1200	B	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.6.21.RK.ST.0300	D	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.19.21.RK.ST.1000	F	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.19.21.RK.ST.0830	H	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.25.21.RK.ST.0945	J	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.25.21.RK.ST.2300	L	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.27.21.RK.ST.2200	N	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.27.21.RK.ST.0845	P	6	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.4.21.RK.ST.1230	B	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.2.21.RK.ST.0600	D	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.2.21.RK.ST.2000	F	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.22.21.RK.ST.0800	H	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.1.21.RK.ST.1600	J	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.3.21.RK.ST.1700	L	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.17.21.RK.ST.1600	N	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.17.21.RK.ST.0915	P	8	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.11.21.RK.ST.1500	B	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.21.21.RK.ST.0800	D	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.21.21.RK.ST.1500	F	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.28.21.RK.ST.1400	H	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.27.21.RK.ST.1600	J	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.27.21.RK.ST.1400	L	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.8.21.RK.ST.0900	N	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.8.21.RK.ST.1100	P	10	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.3.21.RK.ST.1100	B	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.5.21.RK.ST.0900	D	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.5.21.RK.ST.1200	F	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.23.21.RK.ST.1030	H	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.23.21.RK.ST.0700	J	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.25.21.RK.ST.1230	L	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.25.21.RK.ST.0830	N	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.24.21.RK.ST.1100	P	12	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.24.21.RK.ST.0800	B	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
5.24.21.RK.ST.1915	D	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.4.21.RK.ST.0930	F	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.21.21.RK.ST.1100	H	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.26.21.RK.ST.1300	J	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.23.21.RK.ST.1000	L	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.23.21.RK.ST.0745	N	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.24.21.RK.ST.1500	P	14	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8A	B	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8B	D	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8C	F	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8D	H	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8E	J	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8F	L	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8G	N	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
BLANK215.8H	P	16	TRUE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.7.21.RK.ST.0745	B	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.16.21.RK.ST.0800	D	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
4.13.21.RK.ST.0845	F	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.1.21.RK.ST.1700	H	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.16.21.RK.ST.1700	J	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.11.21.RK.ST.0900	L	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.20.21.RK.ST.1130	N	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.28.21.RK.ST.0900	P	18	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.10.21.RK.ST.0930	B	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.9.21.RK.ST.0830	D	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.9.21.RK.ST.1400	F	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.13.21.RK.ST.2015	H	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.9.21.RK.ST.1000	J	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.19.21.RK.ST.1000	L	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.18.21.RK.ST.0900	N	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.12.21.RK.ST.1200	P	20	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.28.21.RK.ST.0700	B	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.25.21.RK.ST.2200	D	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.2.21.RK.ST.2200	F	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.25.21.RK.ST.1400	H	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.2.21.RK.ST.0800	J	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.29.21.RK.ST.2345	L	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.16.21.RK.ST.1100	N	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.8.21.RK.ST.1900	P	22	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.3.21.RK.ST.1300	B	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
7.6.21.RK.ST.1800	D	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.14.21.RK.ST.2230	F	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.14.21.RK.ST.0800	H	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.11.21.RK.ST.1100	J	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.4.21.RK.ST.0900	L	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.4.21.RK.ST.1700	N	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
6.4.21.RK.ST.1030	P	24	FALSE	ABTX_11052_P215	ABTX_11052	ABTX_11052_204-215
